Transaction_ID,Company,City,KM_Travelled,Price_Charged,Cost_of_Trip,Customer_ID,Payment_Mode,Gender,Age,Income_(USD/Month),Population,Users,date_time,Profit,Label
10082649,Yellow Cab,ATLANTA GA,40.8,772.3,567.936,28492,Card,Male,37,6888," 814,885 "," 24,701 ",2016-10-01,204.36399999999992,204.3647
10014440,Pink Cab,ATLANTA GA,4.76,57.86,49.98,28705,Cash,Female,40,20222," 814,885 "," 24,701 ",2016-03-07,7.880000000000003,7.879304
10110203,Yellow Cab,ATLANTA GA,36.72,804.03,506.736,28843,Card,Female,22,15325," 814,885 "," 24,701 ",2016-11-20,297.294,297.29425
10261558,Pink Cab,ATLANTA GA,7.2,69.91,73.44,28843,Card,Female,22,15325," 814,885 "," 24,701 ",2017-11-23,-3.530000000000001,-3.530654
10014443,Pink Cab,ATLANTA GA,6.9,87.85,77.28,28924,Card,Male,37,23098," 814,885 "," 24,701 ",2016-03-05,10.569999999999993,10.569336
10191401,Pink Cab,ATLANTA GA,26.52,382.22,297.024,27792,Card,Female,31,31870," 814,885 "," 24,701 ",2017-07-02,85.19600000000003,85.19593
10014916,Yellow Cab,ATLANTA GA,31.32,664.2,439.7328,28376,Card,Female,22,23716," 814,885 "," 24,701 ",2016-03-08,224.46720000000005,224.46735
10014921,Yellow Cab,ATLANTA GA,7.35,181.29,104.076,27894,Cash,Female,42,8646," 814,885 "," 24,701 ",2016-03-09,77.214,77.21331
10045543,Yellow Cab,ATLANTA GA,7.76,157.41,95.9136,28380,Cash,Female,39,24146," 814,885 "," 24,701 ",2016-06-23,61.496399999999994,61.495758
10014928,Yellow Cab,ATLANTA GA,3.42,78.05,49.248,29718,Card,Male,58,5952," 814,885 "," 24,701 ",2016-03-10,28.802,28.801062
10425305,Yellow Cab,ATLANTA GA,9.12,147.03,131.328,28946,Card,Male,40,4811," 814,885 "," 24,701 ",2018-12-11,15.701999999999998,15.701499
10016913,Yellow Cab,ATLANTA GA,20.06,464.83,247.9416,28027,Card,Male,32,17907," 814,885 "," 24,701 ",2016-03-17,216.8884,216.88788
10070367,Yellow Cab,ATLANTA GA,20.14,292.1,263.4312,28081,Card,Female,37,20018," 814,885 "," 24,701 ",2016-09-03,28.668800000000033,28.668646
10032270,Yellow Cab,ATLANTA GA,2.1,32.46,27.72,27959,Card,Female,26,22823," 814,885 "," 24,701 ",2016-05-13,4.740000000000002,4.739196
10385630,Yellow Cab,ATLANTA GA,28.0,485.14,346.08,29405,Card,Male,26,9285," 814,885 "," 24,701 ",2018-10-03,139.06,139.05989
10018775,Yellow Cab,ATLANTA GA,19.0,355.99,228.0,27302,Card,Male,38,5631," 814,885 "," 24,701 ",2016-03-23,127.99000000000001,127.98949
10396788,Yellow Cab,ATLANTA GA,38.52,689.69,476.1072,29424,Card,Female,65,8003," 814,885 "," 24,701 ",2018-10-27,213.58280000000008,213.58292
10020168,Pink Cab,ATLANTA GA,27.0,310.53,294.3,28240,Card,Female,47,26078," 814,885 "," 24,701 ",2016-04-02,16.22999999999996,16.230045
10400652,Yellow Cab,ATLANTA GA,41.6,719.86,559.104,28240,Card,Female,47,26078," 814,885 "," 24,701 ",2018-11-02,160.75599999999997,160.75655
10215069,Pink Cab,ATLANTA GA,9.27,96.9,104.751,28220,Card,Male,30,27376," 814,885 "," 24,701 ",2017-09-02,-7.850999999999999,-7.851509
10303914,Yellow Cab,ATLANTA GA,41.2,907.3,588.336,28127,Card,Male,44,9121," 814,885 "," 24,701 ",2018-02-26,318.96399999999994,318.96423
10022529,Yellow Cab,ATLANTA GA,43.29,882.25,561.0384,29199,Cash,Male,23,8685," 814,885 "," 24,701 ",2016-04-03,321.2116,321.21204
10205499,Pink Cab,ATLANTA GA,32.4,361.95,375.84,29209,Cash,Female,59,3043," 814,885 "," 24,701 ",2017-08-07,-13.889999999999986,-13.88966
10025829,Pink Cab,ATLANTA GA,4.56,62.16,46.512,28973,Cash,Male,20,17606," 814,885 "," 24,701 ",2016-04-16,15.647999999999996,15.647404
10034430,Yellow Cab,ATLANTA GA,14.04,274.71,202.176,28442,Card,Female,25,14655," 814,885 "," 24,701 ",2016-05-23,72.53399999999999,72.53357
10271346,Yellow Cab,ATLANTA GA,33.6,608.61,423.36,28367,Card,Male,22,33606," 814,885 "," 24,701 ",2017-12-06,185.25,185.25024
10371806,Yellow Cab,ATLANTA GA,13.65,233.28,193.284,28355,Cash,Female,28,19881," 814,885 "," 24,701 ",2018-09-06,39.99600000000001,39.99563
10242175,Yellow Cab,ATLANTA GA,3.57,73.38,50.9796,27646,Card,Female,21,18225," 814,885 "," 24,701 ",2017-10-16,22.400399999999998,22.399551
10267248,Yellow Cab,ATLANTA GA,37.0,894.52,501.72,27646,Card,Female,21,18225," 814,885 "," 24,701 ",2017-11-26,392.79999999999995,392.8001
10027691,Pink Cab,ATLANTA GA,1.92,38.16,22.656,28604,Card,Female,30,21600," 814,885 "," 24,701 ",2016-04-24,15.503999999999998,15.503193
10027693,Pink Cab,ATLANTA GA,33.25,591.1,339.15,28984,Cash,Female,21,7528," 814,885 "," 24,701 ",2016-04-30,251.95000000000005,251.94998
10027695,Pink Cab,ATLANTA GA,47.6,705.17,528.36,29992,Card,Female,56,7401," 814,885 "," 24,701 ",2016-04-25,176.80999999999995,176.81044
10028139,Yellow Cab,ATLANTA GA,38.11,963.03,530.4912,28521,Card,Female,35,16989," 814,885 "," 24,701 ",2016-04-23,432.5387999999999,432.539
10043327,Yellow Cab,ATLANTA GA,13.32,268.88,191.808,29173,Card,Male,32,7804," 814,885 "," 24,701 ",2016-06-15,77.072,77.07152
10392993,Yellow Cab,ATLANTA GA,21.0,365.26,262.08,28391,Card,Male,26,2292," 814,885 "," 24,701 ",2018-10-16,103.18,103.179695
10307899,Yellow Cab,ATLANTA GA,4.56,103.28,62.928,29035,Card,Male,45,33829," 814,885 "," 24,701 ",2018-03-10,40.352000000000004,40.351078
10030138,Yellow Cab,ATLANTA GA,41.73,983.05,590.8968,28979,Cash,Female,63,21148," 814,885 "," 24,701 ",2016-05-06,392.15319999999997,392.15375
10377534,Pink Cab,ATLANTA GA,35.28,397.96,391.608,28645,Card,Male,36,24550," 814,885 "," 24,701 ",2018-09-19,6.351999999999975,6.3522453
10219236,Yellow Cab,ATLANTA GA,22.22,414.39,317.3016,27120,Card,Male,62,13374," 814,885 "," 24,701 ",2017-09-09,97.08839999999998,97.08828
10192029,Yellow Cab,ATLANTA GA,2.02,37.92,27.876,28627,Cash,Female,30,23702," 814,885 "," 24,701 ",2017-07-07,10.044,10.043241
10362465,Yellow Cab,ATLANTA GA,4.85,78.29,66.93,28627,Card,Female,30,23702," 814,885 "," 24,701 ",2018-08-17,11.36,11.359231
10031717,Pink Cab,ATLANTA GA,9.72,104.94,97.2,28026,Cash,Female,21,24674," 814,885 "," 24,701 ",2016-05-08,7.739999999999995,7.7395544
10079381,Yellow Cab,ATLANTA GA,10.7,188.61,141.24,29561,Cash,Female,61,22935," 814,885 "," 24,701 ",2016-09-18,47.370000000000005,47.369488
10301968,Yellow Cab,ATLANTA GA,16.16,304.05,193.92,27804,Cash,Female,31,11521," 814,885 "," 24,701 ",2018-02-13,110.13000000000002,110.12955
10032265,Yellow Cab,ATLANTA GA,10.35,191.96,136.62,28055,Card,Male,29,8252," 814,885 "," 24,701 ",2016-05-17,55.34,55.339455
10032268,Yellow Cab,ATLANTA GA,22.8,399.37,281.808,27126,Card,Female,60,20467," 814,885 "," 24,701 ",2016-05-10,117.56200000000001,117.561775
10032274,Yellow Cab,ATLANTA GA,19.21,380.79,237.4356,28450,Cash,Female,44,30760," 814,885 "," 24,701 ",2016-05-08,143.35440000000003,143.35411
10032276,Yellow Cab,ATLANTA GA,40.7,761.84,556.776,27252,Card,Female,22,33223," 814,885 "," 24,701 ",2016-05-10,205.06400000000008,205.06458
10248783,Pink Cab,ATLANTA GA,16.1,162.65,172.27,27275,Cash,Male,40,24160," 814,885 "," 24,701 ",2017-10-31,-9.620000000000005,-9.6201725
10288012,Pink Cab,ATLANTA GA,38.42,581.86,414.936,27275,Cash,Male,40,24160," 814,885 "," 24,701 ",2017-12-31,166.92400000000004,166.92436
10038253,Pink Cab,ATLANTA GA,4.08,43.01,48.96,27536,Cash,Female,19,32579," 814,885 "," 24,701 ",2016-06-05,-5.950000000000003,-5.9505796
10034419,Yellow Cab,ATLANTA GA,19.19,375.47,237.1884,27595,Card,Male,35,14264," 814,885 "," 24,701 ",2016-05-21,138.28160000000003,138.28122
10034421,Yellow Cab,ATLANTA GA,24.57,452.18,294.84,29371,Cash,Female,34,6126," 814,885 "," 24,701 ",2016-05-20,157.34000000000003,157.33989
10036007,Pink Cab,ATLANTA GA,34.41,366.31,399.156,29784,Cash,Female,46,15820," 814,885 "," 24,701 ",2016-05-25,-32.846000000000004,-32.845497
10036599,Yellow Cab,ATLANTA GA,42.55,950.32,531.024,28809,Cash,Male,31,8874," 814,885 "," 24,701 ",2016-05-21,419.29600000000005,419.29626
10348476,Yellow Cab,ATLANTA GA,29.29,572.32,372.5688,29434,Card,Female,19,2325," 814,885 "," 24,701 ",2018-07-13,199.75120000000004,199.75114
10036610,Yellow Cab,ATLANTA GA,38.38,789.51,511.2216,29082,Cash,Female,34,12659," 814,885 "," 24,701 ",2016-05-31,278.28839999999997,278.28888
10091413,Pink Cab,ATLANTA GA,41.04,740.11,418.608,29647,Cash,Male,18,18663," 814,885 "," 24,701 ",2016-10-15,321.502,321.5022
10038256,Pink Cab,ATLANTA GA,9.54,110.64,114.48,29078,Card,Male,34,20454," 814,885 "," 24,701 ",2016-06-06,-3.8400000000000034,-3.840541
10285392,Yellow Cab,ATLANTA GA,39.9,655.75,564.984,27832,Card,Female,42,17995," 814,885 "," 24,701 ",2017-12-29,90.76599999999996,90.766754
10038826,Yellow Cab,ATLANTA GA,34.8,839.13,442.656,29787,Card,Male,36,3907," 814,885 "," 24,701 ",2016-06-06,396.474,396.47382
10281111,Yellow Cab,ATLANTA GA,4.56,68.49,65.1168,29213,Cash,Female,33,4589," 814,885 "," 24,701 ",2017-12-22,3.373199999999997,3.3726633
10289052,Yellow Cab,ATLANTA GA,34.8,612.53,496.944,28259,Card,Female,53,17290," 814,885 "," 24,701 ",2018-01-05,115.58599999999996,115.5863
10420953,Yellow Cab,ATLANTA GA,3.36,53.76,45.1584,27212,Card,Male,26,14250," 814,885 "," 24,701 ",2018-12-09,8.601599999999998,8.600813
10194584,Yellow Cab,ATLANTA GA,34.88,637.0,422.7456,28237,Cash,Female,38,31066," 814,885 "," 24,701 ",2017-07-09,214.25439999999998,214.25455
10358671,Pink Cab,ATLANTA GA,16.16,202.35,174.528,28217,Card,Male,56,6366," 814,885 "," 24,701 ",2018-08-13,27.822000000000003,27.821522
10041076,Yellow Cab,ATLANTA GA,4.0,94.08,54.72,28835,Cash,Male,27,30985," 814,885 "," 24,701 ",2016-06-04,39.36,39.359306
10169838,Yellow Cab,ATLANTA GA,46.41,1048.87,595.9044,29235,Cash,Male,38,13021," 814,885 "," 24,701 ",2017-05-06,452.9655999999999,452.96606
10336483,Yellow Cab,ATLANTA GA,8.8,146.18,105.6,29981,Cash,Female,29,5940," 814,885 "," 24,701 ",2018-06-04,40.58000000000001,40.579277
10044933,Pink Cab,ATLANTA GA,8.16,104.77,92.208,28929,Cash,Male,24,14772," 814,885 "," 24,701 ",2016-06-22,12.561999999999998,12.561518
10044934,Pink Cab,ATLANTA GA,32.24,426.11,377.208,29566,Card,Male,22,10241," 814,885 "," 24,701 ",2016-06-28,48.90199999999999,48.902218
10229257,Pink Cab,ATLANTA GA,29.25,407.37,351.0,27502,Card,Male,22,17550," 814,885 "," 24,701 ",2017-09-29,56.370000000000005,56.370155
10062275,Yellow Cab,ATLANTA GA,26.4,402.89,319.968,27837,Cash,Male,24,15596," 814,885 "," 24,701 ",2016-08-09,82.92199999999997,82.92211
10309975,Yellow Cab,ATLANTA GA,26.45,583.4,365.01,27945,Card,Male,31,23171," 814,885 "," 24,701 ",2018-03-14,218.39,218.38983
10045550,Yellow Cab,ATLANTA GA,1.96,33.98,27.048,27038,Cash,Male,31,20052," 814,885 "," 24,701 ",2016-06-27,6.931999999999999,6.931191
10089000,Yellow Cab,ATLANTA GA,30.42,474.13,438.048,27990,Cash,Female,35,6816," 814,885 "," 24,701 ",2016-10-15,36.081999999999994,36.082485
10262920,Yellow Cab,ATLANTA GA,16.66,348.58,203.9184,28551,Card,Female,39,34587," 814,885 "," 24,701 ",2017-11-24,144.6616,144.66112
10219281,Yellow Cab,ATLANTA GA,10.08,201.55,131.8464,29109,Card,Male,19,18297," 814,885 "," 24,701 ",2017-09-07,69.70360000000002,69.702934
10092470,Yellow Cab,ATLANTA GA,6.66,141.17,83.1168,29634,Cash,Female,57,16766," 814,885 "," 24,701 ",2016-10-16,58.05319999999999,58.052517
10276311,Yellow Cab,ATLANTA GA,42.12,714.25,535.7664,27443,Card,Female,43,18082," 814,885 "," 24,701 ",2017-12-15,178.48360000000002,178.48415
10429815,Yellow Cab,ATLANTA GA,35.28,616.26,440.2944,28214,Cash,Female,55,9589," 814,885 "," 24,701 ",2018-12-24,175.9656,175.96587
10293039,Pink Cab,ATLANTA GA,14.82,147.7,171.912,28722,Card,Female,35,5548," 814,885 "," 24,701 ",2018-01-16,-24.212000000000018,-24.212465
10050065,Yellow Cab,ATLANTA GA,12.43,236.31,149.16,27924,Card,Male,26,22805," 814,885 "," 24,701 ",2016-07-03,87.15,87.149376
10301965,Yellow Cab,ATLANTA GA,8.19,166.94,104.1768,27715,Card,Male,23,19368," 814,885 "," 24,701 ",2018-02-16,62.7632,62.76246
10229269,Pink Cab,ATLANTA GA,19.04,212.58,228.48,27020,Card,Male,26,22903," 814,885 "," 24,701 ",2017-09-30,-15.899999999999977,-15.900091
10261562,Pink Cab,ATLANTA GA,25.75,252.65,293.55,27559,Card,Male,35,10644," 814,885 "," 24,701 ",2017-11-26,-40.900000000000006,-40.89997
10395631,Pink Cab,ATLANTA GA,11.44,139.82,126.984,27969,Card,Female,26,4352," 814,885 "," 24,701 ",2018-10-22,12.835999999999999,12.835426
10141690,Yellow Cab,ATLANTA GA,26.46,446.61,371.4984,29187,Cash,Female,36,6486," 814,885 "," 24,701 ",2017-02-01,75.11160000000001,75.11182
10314099,Yellow Cab,ATLANTA GA,44.4,894.73,602.064,29187,Card,Female,36,6486," 814,885 "," 24,701 ",2018-03-30,292.66600000000005,292.66638
10403487,Pink Cab,ATLANTA GA,33.04,433.37,373.352,29641,Cash,Female,34,7981," 814,885 "," 24,701 ",2018-11-11,60.01800000000003,60.018208
10099533,Yellow Cab,ATLANTA GA,8.91,141.9,119.7504,29052,Card,Male,39,14331," 814,885 "," 24,701 ",2016-11-05,22.149600000000007,22.149008
10267258,Yellow Cab,ATLANTA GA,9.8,179.16,121.128,28849,Cash,Female,64,28742," 814,885 "," 24,701 ",2017-11-29,58.032,58.03141
10186986,Yellow Cab,ATLANTA GA,6.0,102.9,80.64,28913,Cash,Female,57,12271," 814,885 "," 24,701 ",2017-06-24,22.260000000000005,22.259321
10347694,Pink Cab,ATLANTA GA,10.45,135.01,121.22,27139,Cash,Female,61,15165," 814,885 "," 24,701 ",2018-07-13,13.789999999999992,13.789529
10358667,Pink Cab,ATLANTA GA,19.8,243.07,201.96,28778,Card,Male,60,12825," 814,885 "," 24,701 ",2018-08-08,41.109999999999985,41.109608
10106641,Yellow Cab,ATLANTA GA,29.29,542.29,354.9948,28312,Card,Male,29,26167," 814,885 "," 24,701 ",2016-11-18,187.29519999999997,187.29512
10057246,Yellow Cab,ATLANTA GA,42.9,699.44,602.316,29367,Card,Male,65,22171," 814,885 "," 24,701 ",2016-07-24,97.12400000000002,97.124725
10125233,Yellow Cab,ATLANTA GA,21.0,349.29,257.04,27970,Cash,Male,31,6931," 814,885 "," 24,701 ",2016-12-23,92.25,92.24997
10059758,Yellow Cab,ATLANTA GA,4.04,59.51,55.2672,28493,Card,Male,31,10874," 814,885 "," 24,701 ",2016-08-01,4.2427999999999955,4.242103
10254430,Yellow Cab,ATLANTA GA,8.96,138.81,119.3472,29663,Cash,Male,20,3115," 814,885 "," 24,701 ",2017-11-10,19.4628,19.462294
10076345,Yellow Cab,ATLANTA GA,2.4,37.56,32.544,29968,Card,Female,25,12716," 814,885 "," 24,701 ",2016-09-17,5.016000000000005,5.0151906
10061606,Pink Cab,ATLANTA GA,33.66,421.49,373.626,29167,Cash,Male,31,20276," 814,885 "," 24,701 ",2016-08-15,47.86400000000003,47.86428
10429848,Yellow Cab,ATLANTA GA,32.55,552.93,394.506,29045,Cash,Male,23,6668," 814,885 "," 24,701 ",2018-12-21,158.42399999999998,158.4242
10322571,Yellow Cab,ATLANTA GA,34.5,639.99,476.1,29530,Card,Female,25,26330," 814,885 "," 24,701 ",2018-04-24,163.89,163.89026
10393012,Yellow Cab,ATLANTA GA,39.2,675.14,550.368,29306,Card,Female,41,6514," 814,885 "," 24,701 ",2018-10-19,124.77199999999993,124.77259
10351114,Yellow Cab,ATLANTA GA,31.61,699.53,417.252,28514,Cash,Female,45,6376," 814,885 "," 24,701 ",2018-07-21,282.27799999999996,282.278
10066879,Pink Cab,ATLANTA GA,42.92,556.34,437.784,28116,Cash,Male,59,16277," 814,885 "," 24,701 ",2016-08-23,118.55600000000004,118.55644
10064972,Yellow Cab,ATLANTA GA,15.75,222.91,206.01,27488,Card,Female,33,5282," 814,885 "," 24,701 ",2016-08-15,16.900000000000006,16.899643
10262918,Yellow Cab,ATLANTA GA,18.19,313.02,224.8284,27029,Card,Male,34,2480," 814,885 "," 24,701 ",2017-11-24,88.1916,88.19118
10385660,Yellow Cab,ATLANTA GA,23.04,387.9,279.2448,27029,Card,Male,34,2480," 814,885 "," 24,701 ",2018-10-04,108.65519999999998,108.65484
10064991,Yellow Cab,ATLANTA GA,23.69,338.85,307.0224,28908,Card,Male,24,21142," 814,885 "," 24,701 ",2016-08-16,31.827600000000018,31.827627
10064994,Yellow Cab,ATLANTA GA,24.0,449.17,319.68,27149,Cash,Male,23,19710," 814,885 "," 24,701 ",2016-08-14,129.49,129.48999
10411631,Pink Cab,ATLANTA GA,28.56,361.0,319.872,27149,Cash,Male,23,19710," 814,885 "," 24,701 ",2018-11-24,41.127999999999986,41.12811
10156360,Yellow Cab,ATLANTA GA,38.8,920.62,512.16,27915,Cash,Female,54,24532," 814,885 "," 24,701 ",2017-03-19,408.46000000000004,408.46014
10164843,Pink Cab,ATLANTA GA,25.22,323.85,259.766,27915,Cash,Female,54,24532," 814,885 "," 24,701 ",2017-04-25,64.084,64.08392
10067626,Yellow Cab,ATLANTA GA,3.03,53.05,37.4508,28129,Card,Male,25,21590," 814,885 "," 24,701 ",2016-08-20,15.599199999999996,15.5984
10267250,Yellow Cab,ATLANTA GA,44.4,811.7,591.408,29957,Card,Female,65,12841," 814,885 "," 24,701 ",2017-12-01,220.29200000000003,220.29277
10312030,Yellow Cab,ATLANTA GA,10.44,203.43,147.8304,29383,Card,Female,57,3602," 814,885 "," 24,701 ",2018-03-23,55.59960000000001,55.598885
10209572,Yellow Cab,ATLANTA GA,18.0,252.3,259.2,27643,Card,Male,21,20889," 814,885 "," 24,701 ",2017-08-16,-6.899999999999977,-6.900141
10069461,Pink Cab,ATLANTA GA,38.76,414.23,430.236,29750,Card,Female,20,9430," 814,885 "," 24,701 ",2016-09-04,-16.005999999999972,-16.005516
10070329,Yellow Cab,ATLANTA GA,33.3,585.59,451.548,28183,Card,Female,33,7442," 814,885 "," 24,701 ",2016-08-28,134.04200000000003,134.04228
10176465,Pink Cab,ATLANTA GA,21.34,320.57,224.07,27456,Card,Female,19,23546," 814,885 "," 24,701 ",2017-05-26,96.5,96.499725
10149955,Yellow Cab,ATLANTA GA,3.12,81.08,39.312,28187,Card,Female,19,20926," 814,885 "," 24,701 ",2017-03-02,41.768,41.76704
10404697,Yellow Cab,ATLANTA GA,2.94,44.15,38.1024,29540,Card,Male,49,22708," 814,885 "," 24,701 ",2018-11-09,6.047599999999996,6.0467052
10324750,Yellow Cab,ATLANTA GA,6.0,146.35,82.08,29823,Card,Male,27,9367," 814,885 "," 24,701 ",2018-05-04,64.27,64.26917
10075451,Pink Cab,ATLANTA GA,45.6,566.84,528.96,28681,Cash,Male,34,21993," 814,885 "," 24,701 ",2016-09-14,37.879999999999995,37.880833
10073171,Yellow Cab,ATLANTA GA,1.9,30.29,22.8,28880,Card,Female,36,2174," 814,885 "," 24,701 ",2016-09-10,7.489999999999998,7.4891334
10125231,Yellow Cab,ATLANTA GA,8.4,147.29,111.888,29550,Card,Female,20,8665," 814,885 "," 24,701 ",2016-12-18,35.40199999999999,35.40146
10073181,Yellow Cab,ATLANTA GA,33.99,569.27,464.9832,28987,Card,Female,41,13969," 814,885 "," 24,701 ",2016-09-07,104.28679999999997,104.28722
10073184,Yellow Cab,ATLANTA GA,11.4,165.23,136.8,28619,Card,Female,18,16483," 814,885 "," 24,701 ",2016-09-06,28.42999999999998,28.429493
10073187,Yellow Cab,ATLANTA GA,18.53,280.5,242.3724,27250,Cash,Female,39,24923," 814,885 "," 24,701 ",2016-09-12,38.1276,38.127434
10073192,Yellow Cab,ATLANTA GA,22.22,329.21,274.6392,28926,Card,Male,18,7696," 814,885 "," 24,701 ",2016-09-07,54.57079999999996,54.570625
10073202,Yellow Cab,ATLANTA GA,45.24,871.34,553.7376,28890,Card,Female,19,14728," 814,885 "," 24,701 ",2016-09-04,317.6024,317.60278
10076319,Yellow Cab,ATLANTA GA,10.53,155.49,150.3684,29179,Cash,Female,46,9641," 814,885 "," 24,701 ",2016-09-19,5.121600000000001,5.1211824
10271297,Yellow Cab,ATLANTA GA,14.7,308.04,179.928,29179,Card,Female,46,9641," 814,885 "," 24,701 ",2017-12-08,128.11200000000002,128.11154
10408762,Yellow Cab,ATLANTA GA,28.56,422.1,346.1472,29158,Cash,Female,37,27621," 814,885 "," 24,701 ",2018-11-19,75.95280000000002,75.95284
10157999,Pink Cab,ATLANTA GA,31.04,445.95,366.272,28110,Card,Female,20,23018," 814,885 "," 24,701 ",2017-04-04,79.678,79.678185
10076341,Yellow Cab,ATLANTA GA,22.6,384.97,271.2,29965,Card,Male,31,19032," 814,885 "," 24,701 ",2016-09-11,113.77000000000004,113.76971
10192035,Yellow Cab,ATLANTA GA,5.6,105.12,77.952,29965,Cash,Male,31,19032," 814,885 "," 24,701 ",2017-07-03,27.168000000000006,27.167297
10129132,Yellow Cab,ATLANTA GA,21.85,438.2,272.688,28894,Card,Female,32,18793," 814,885 "," 24,701 ",2016-12-28,165.512,165.51187
10079380,Yellow Cab,ATLANTA GA,8.8,156.51,120.384,28836,Card,Male,40,15256," 814,885 "," 24,701 ",2016-09-24,36.12599999999999,36.125385
10079398,Yellow Cab,ATLANTA GA,21.85,380.91,306.774,28254,Card,Female,48,13890," 814,885 "," 24,701 ",2016-09-27,74.13600000000002,74.13593
10081669,Pink Cab,ATLANTA GA,23.98,390.12,285.362,28062,Card,Male,27,21660," 814,885 "," 24,701 ",2016-09-24,104.75799999999998,104.757935
