date,municipality_id,usage
2017-06-04 15:00:00,0,520
2017-06-04 15:00:00,1,303
2017-06-04 15:00:00,2,581
2017-06-04 15:00:00,3,1309
2017-06-04 15:00:00,4,2848
2017-06-04 15:00:00,5,174
2017-06-04 15:00:00,6,1136
2017-06-04 15:00:00,7,1297
2017-06-04 15:00:00,8,1222
2017-06-04 15:00:00,9,725
2017-06-04 16:00:00,0,470
2017-06-04 16:00:00,1,279
2017-06-04 16:00:00,2,520
2017-06-04 16:00:00,3,1227
2017-06-04 16:00:00,4,2665
2017-06-04 16:00:00,5,171
2017-06-04 16:00:00,6,1028
2017-06-04 16:00:00,7,1184
2017-06-04 16:00:00,8,1130
2017-06-04 16:00:00,9,673
2017-06-05 07:00:00,0,255
2017-06-05 07:00:00,1,155
2017-06-05 07:00:00,2,291
2017-06-05 07:00:00,3,611
2017-06-05 07:00:00,4,1113
2017-06-05 07:00:00,5,63
2017-06-05 07:00:00,6,659
2017-06-05 07:00:00,7,744
2017-06-05 07:00:00,8,603
2017-06-05 07:00:00,9,462
2017-06-05 08:00:00,0,335
2017-06-05 08:00:00,1,178
2017-06-05 08:00:00,2,339
2017-06-05 08:00:00,3,788
2017-06-05 08:00:00,4,1608
2017-06-05 08:00:00,5,68
2017-06-05 08:00:00,6,769
2017-06-05 08:00:00,7,826
2017-06-05 08:00:00,8,745
2017-06-05 08:00:00,9,496
2017-06-05 09:00:00,0,487
2017-06-05 09:00:00,1,265
2017-06-05 09:00:00,2,473
2017-06-05 09:00:00,3,1147
2017-06-05 09:00:00,4,2561
2017-06-05 09:00:00,5,92
2017-06-05 09:00:00,6,1012
2017-06-05 09:00:00,7,1099
2017-06-05 09:00:00,8,1092
2017-06-05 09:00:00,9,635
2017-06-05 10:00:00,0,595
2017-06-05 10:00:00,1,346
2017-06-05 10:00:00,2,587
2017-06-05 10:00:00,3,1388
2017-06-05 10:00:00,4,3126
2017-06-05 10:00:00,5,137
2017-06-05 10:00:00,6,1191
2017-06-05 10:00:00,7,1348
2017-06-05 10:00:00,8,1297
2017-06-05 10:00:00,9,770
2017-06-05 11:00:00,0,612
2017-06-05 11:00:00,1,349
2017-06-05 11:00:00,2,649
2017-06-05 11:00:00,3,1439
2017-06-05 11:00:00,4,3203
2017-06-05 11:00:00,5,171
2017-06-05 11:00:00,6,1268
2017-06-05 11:00:00,7,1445
2017-06-05 11:00:00,8,1349
2017-06-05 11:00:00,9,805
2017-06-05 12:00:00,0,595
2017-06-05 12:00:00,1,352
2017-06-05 12:00:00,2,672
2017-06-05 12:00:00,3,1455
2017-06-05 12:00:00,4,3222
2017-06-05 12:00:00,5,192
2017-06-05 12:00:00,6,1288
2017-06-05 12:00:00,7,1499
2017-06-05 12:00:00,8,1390
2017-06-05 12:00:00,9,836
2017-06-05 13:00:00,0,592
2017-06-05 13:00:00,1,354
2017-06-05 13:00:00,2,647
2017-06-05 13:00:00,3,1436
2017-06-05 13:00:00,4,3155
2017-06-05 13:00:00,5,188
2017-06-05 13:00:00,6,1257
2017-06-05 13:00:00,7,1471
2017-06-05 13:00:00,8,1395
2017-06-05 13:00:00,9,833
2017-06-05 14:00:00,0,556
2017-06-05 14:00:00,1,345
2017-06-05 14:00:00,2,629
2017-06-05 14:00:00,3,1418
2017-06-05 14:00:00,4,3081
2017-06-05 14:00:00,5,167
2017-06-05 14:00:00,6,1201
2017-06-05 14:00:00,7,1423
2017-06-05 14:00:00,8,1359
2017-06-05 14:00:00,9,803
2017-06-05 15:00:00,0,491
2017-06-05 15:00:00,1,315
2017-06-05 15:00:00,2,564
2017-06-05 15:00:00,3,1312
2017-06-05 15:00:00,4,2791
2017-06-05 15:00:00,5,138
2017-06-05 15:00:00,6,1065
2017-06-05 15:00:00,7,1272
2017-06-05 15:00:00,8,1232
2017-06-05 15:00:00,9,717
2017-06-05 16:00:00,0,454
2017-06-05 16:00:00,1,293
2017-06-05 16:00:00,2,522
2017-06-05 16:00:00,3,1212
2017-06-05 16:00:00,4,2580
2017-06-05 16:00:00,5,130
2017-06-05 16:00:00,6,1001
2017-06-05 16:00:00,7,1207
2017-06-05 16:00:00,8,1161
2017-06-05 16:00:00,9,694
2017-06-06 07:00:00,0,183
2017-06-06 07:00:00,1,107
2017-06-06 07:00:00,2,365
2017-06-06 07:00:00,3,624
2017-06-06 07:00:00,4,1126
2017-06-06 07:00:00,5,67
2017-06-06 07:00:00,6,701
2017-06-06 07:00:00,7,769
2017-06-06 07:00:00,8,554
2017-06-06 07:00:00,9,413
2017-06-06 08:00:00,0,333
2017-06-06 08:00:00,1,166
2017-06-06 08:00:00,2,456
2017-06-06 08:00:00,3,946
2017-06-06 08:00:00,4,1983
2017-06-06 08:00:00,5,79
2017-06-06 08:00:00,6,905
2017-06-06 08:00:00,7,949
2017-06-06 08:00:00,8,867
2017-06-06 08:00:00,9,502
2017-06-06 09:00:00,0,398
2017-06-06 09:00:00,1,201
2017-06-06 09:00:00,2,514
2017-06-06 09:00:00,3,1128
2017-06-06 09:00:00,4,2426
2017-06-06 09:00:00,5,104
2017-06-06 09:00:00,6,1008
2017-06-06 09:00:00,7,1064
2017-06-06 09:00:00,8,992
2017-06-06 09:00:00,9,559
2017-06-06 10:00:00,0,549
2017-06-06 10:00:00,1,296
2017-06-06 10:00:00,2,600
2017-06-06 10:00:00,3,1344
2017-06-06 10:00:00,4,2966
2017-06-06 10:00:00,5,186
2017-06-06 10:00:00,6,1193
2017-06-06 10:00:00,7,1324
2017-06-06 10:00:00,8,1281
2017-06-06 10:00:00,9,733
2017-06-06 11:00:00,0,578
2017-06-06 11:00:00,1,309
2017-06-06 11:00:00,2,623
2017-06-06 11:00:00,3,1375
2017-06-06 11:00:00,4,3052
2017-06-06 11:00:00,5,200
2017-06-06 11:00:00,6,1238
2017-06-06 11:00:00,7,1372
2017-06-06 11:00:00,8,1312
2017-06-06 11:00:00,9,758
2017-06-06 12:00:00,0,614
2017-06-06 12:00:00,1,339
2017-06-06 12:00:00,2,668
2017-06-06 12:00:00,3,1431
2017-06-06 12:00:00,4,3146
2017-06-06 12:00:00,5,215
2017-06-06 12:00:00,6,1292
2017-06-06 12:00:00,7,1445
2017-06-06 12:00:00,8,1357
2017-06-06 12:00:00,9,794
2017-06-06 13:00:00,0,601
2017-06-06 13:00:00,1,337
2017-06-06 13:00:00,2,594
2017-06-06 13:00:00,3,1430
2017-06-06 13:00:00,4,3143
2017-06-06 13:00:00,5,217
2017-06-06 13:00:00,6,1205
2017-06-06 13:00:00,7,1373
2017-06-06 13:00:00,8,1349
2017-06-06 13:00:00,9,790
2017-06-06 14:00:00,0,550
2017-06-06 14:00:00,1,316
2017-06-06 14:00:00,2,579
2017-06-06 14:00:00,3,1397
2017-06-06 14:00:00,4,3064
2017-06-06 14:00:00,5,184
2017-06-06 14:00:00,6,1133
2017-06-06 14:00:00,7,1315
2017-06-06 14:00:00,8,1280
2017-06-06 14:00:00,9,745
2017-06-06 15:00:00,0,518
2017-06-06 15:00:00,1,305
2017-06-06 15:00:00,2,556
2017-06-06 15:00:00,3,1355
2017-06-06 15:00:00,4,2930
2017-06-06 15:00:00,5,167
2017-06-06 15:00:00,6,1090
2017-06-06 15:00:00,7,1277
2017-06-06 15:00:00,8,1255
2017-06-06 15:00:00,9,730
2017-06-06 16:00:00,0,443
2017-06-06 16:00:00,1,269
2017-06-06 16:00:00,2,510
2017-06-06 16:00:00,3,1179
2017-06-06 16:00:00,4,2551
2017-06-06 16:00:00,5,144
2017-06-06 16:00:00,6,982
2017-06-06 16:00:00,7,1166
2017-06-06 16:00:00,8,1132
2017-06-06 16:00:00,9,665
2017-06-07 08:00:00,0,259
2017-06-07 08:00:00,1,135
2017-06-07 08:00:00,2,452
2017-06-07 08:00:00,3,747
2017-06-07 08:00:00,4,1418
2017-06-07 08:00:00,5,70
2017-06-07 08:00:00,6,830
2017-06-07 08:00:00,7,880
2017-06-07 08:00:00,8,664
2017-06-07 08:00:00,9,437
2017-06-07 09:00:00,0,413
2017-06-07 09:00:00,1,208
2017-06-07 09:00:00,2,578
2017-06-07 09:00:00,3,1134
2017-06-07 09:00:00,4,2380
2017-06-07 09:00:00,5,137
2017-06-07 09:00:00,6,1085
2017-06-07 09:00:00,7,1156
2017-06-07 09:00:00,8,988
2017-06-07 09:00:00,9,587
2017-06-07 10:00:00,0,486
2017-06-07 10:00:00,1,255
2017-06-07 10:00:00,2,631
2017-06-07 10:00:00,3,1238
2017-06-07 10:00:00,4,2600
2017-06-07 10:00:00,5,197
2017-06-07 10:00:00,6,1171
2017-06-07 10:00:00,7,1274
2017-06-07 10:00:00,8,1092
2017-06-07 10:00:00,9,652
2017-06-07 11:00:00,0,499
2017-06-07 11:00:00,1,263
2017-06-07 11:00:00,2,652
2017-06-07 11:00:00,3,1259
2017-06-07 11:00:00,4,2647
2017-06-07 11:00:00,5,208
2017-06-07 11:00:00,6,1192
2017-06-07 11:00:00,7,1309
2017-06-07 11:00:00,8,1099
2017-06-07 11:00:00,9,666
2017-06-07 12:00:00,0,518
2017-06-07 12:00:00,1,285
2017-06-07 12:00:00,2,674
2017-06-07 12:00:00,3,1271
2017-06-07 12:00:00,4,2678
2017-06-07 12:00:00,5,219
2017-06-07 12:00:00,6,1217
2017-06-07 12:00:00,7,1370
2017-06-07 12:00:00,8,1145
2017-06-07 12:00:00,9,706
2017-06-07 13:00:00,0,520
2017-06-07 13:00:00,1,295
2017-06-07 13:00:00,2,676
2017-06-07 13:00:00,3,1276
2017-06-07 13:00:00,4,2685
2017-06-07 13:00:00,5,210
2017-06-07 13:00:00,6,1199
2017-06-07 13:00:00,7,1375
2017-06-07 13:00:00,8,1133
2017-06-07 13:00:00,9,708
2017-06-07 14:00:00,0,503
2017-06-07 14:00:00,1,295
2017-06-07 14:00:00,2,645
2017-06-07 14:00:00,3,1254
2017-06-07 14:00:00,4,2591
2017-06-07 14:00:00,5,202
2017-06-07 14:00:00,6,1134
2017-06-07 14:00:00,7,1320
2017-06-07 14:00:00,8,1121
2017-06-07 14:00:00,9,684
2017-06-07 15:00:00,0,443
2017-06-07 15:00:00,1,269
2017-06-07 15:00:00,2,607
2017-06-07 15:00:00,3,1189
2017-06-07 15:00:00,4,2364
2017-06-07 15:00:00,5,181
2017-06-07 15:00:00,6,1048
2017-06-07 15:00:00,7,1231
2017-06-07 15:00:00,8,1051
2017-06-07 15:00:00,9,633
2017-06-07 16:00:00,0,350
2017-06-07 16:00:00,1,225
2017-06-07 16:00:00,2,544
2017-06-07 16:00:00,3,915
2017-06-07 16:00:00,4,1839
2017-06-07 16:00:00,5,141
2017-06-07 16:00:00,6,905
2017-06-07 16:00:00,7,1075
2017-06-07 16:00:00,8,895
2017-06-07 16:00:00,9,540
2017-06-08 07:00:00,0,95
2017-06-08 07:00:00,1,65
2017-06-08 07:00:00,2,401
2017-06-08 07:00:00,3,313
2017-06-08 07:00:00,4,533
2017-06-08 07:00:00,5,67
2017-06-08 07:00:00,6,637
2017-06-08 07:00:00,7,700
2017-06-08 07:00:00,8,352
2017-06-08 07:00:00,9,308
2017-06-08 08:00:00,0,158
2017-06-08 08:00:00,1,101
2017-06-08 08:00:00,2,409
2017-06-08 08:00:00,3,406
2017-06-08 08:00:00,4,671
2017-06-08 08:00:00,5,84
2017-06-08 08:00:00,6,683
2017-06-08 08:00:00,7,766
2017-06-08 08:00:00,8,411
2017-06-08 08:00:00,9,366
2017-06-08 09:00:00,0,204
2017-06-08 09:00:00,1,137
2017-06-08 09:00:00,2,430
2017-06-08 09:00:00,3,464
2017-06-08 09:00:00,4,772
2017-06-08 09:00:00,5,113
2017-06-08 09:00:00,6,711
2017-06-08 09:00:00,7,831
2017-06-08 09:00:00,8,442
2017-06-08 09:00:00,9,410
2017-06-08 10:00:00,0,358
2017-06-08 10:00:00,1,225
2017-06-08 10:00:00,2,455
2017-06-08 10:00:00,3,635
2017-06-08 10:00:00,4,1078
2017-06-08 10:00:00,5,232
2017-06-08 10:00:00,6,797
2017-06-08 10:00:00,7,964
2017-06-08 10:00:00,8,552
2017-06-08 10:00:00,9,518
2017-06-08 11:00:00,0,397
2017-06-08 11:00:00,1,242
2017-06-08 11:00:00,2,466
2017-06-08 11:00:00,3,710
2017-06-08 11:00:00,4,1199
2017-06-08 11:00:00,5,263
2017-06-08 11:00:00,6,827
2017-06-08 11:00:00,7,996
2017-06-08 11:00:00,8,567
2017-06-08 11:00:00,9,539
2017-06-08 12:00:00,0,466
2017-06-08 12:00:00,1,279
2017-06-08 12:00:00,2,506
2017-06-08 12:00:00,3,814
2017-06-08 12:00:00,4,1405
2017-06-08 12:00:00,5,329
2017-06-08 12:00:00,6,907
2017-06-08 12:00:00,7,1113
2017-06-08 12:00:00,8,620
2017-06-08 12:00:00,9,616
2017-06-08 13:00:00,0,551
2017-06-08 13:00:00,1,339
2017-06-08 13:00:00,2,548
2017-06-08 13:00:00,3,884
2017-06-08 13:00:00,4,1510
2017-06-08 13:00:00,5,366
2017-06-08 13:00:00,6,1000
2017-06-08 13:00:00,7,1266
2017-06-08 13:00:00,8,729
2017-06-08 13:00:00,9,727
2017-06-08 14:00:00,0,589
2017-06-08 14:00:00,1,354
2017-06-08 14:00:00,2,609
2017-06-08 14:00:00,3,963
2017-06-08 14:00:00,4,1609
2017-06-08 14:00:00,5,409
2017-06-08 14:00:00,6,1127
2017-06-08 14:00:00,7,1397
2017-06-08 14:00:00,8,808
2017-06-08 14:00:00,9,804
2017-06-08 15:00:00,0,584
2017-06-08 15:00:00,1,353
2017-06-08 15:00:00,2,623
2017-06-08 15:00:00,3,933
2017-06-08 15:00:00,4,1586
2017-06-08 15:00:00,5,415
2017-06-08 15:00:00,6,1127
2017-06-08 15:00:00,7,1430
2017-06-08 15:00:00,8,811
2017-06-08 15:00:00,9,816
2017-06-08 16:00:00,0,582
2017-06-08 16:00:00,1,347
2017-06-08 16:00:00,2,621
2017-06-08 16:00:00,3,874
2017-06-08 16:00:00,4,1473
2017-06-08 16:00:00,5,390
2017-06-08 16:00:00,6,1135
2017-06-08 16:00:00,7,1402
2017-06-08 16:00:00,8,819
2017-06-08 16:00:00,9,790
2017-06-09 08:00:00,0,116
2017-06-09 08:00:00,1,101
2017-06-09 08:00:00,2,297
2017-06-09 08:00:00,3,294
2017-06-09 08:00:00,4,570
2017-06-09 08:00:00,5,51
2017-06-09 08:00:00,6,539
2017-06-09 08:00:00,7,650
2017-06-09 08:00:00,8,396
2017-06-09 08:00:00,9,362
2017-06-09 09:00:00,0,185
2017-06-09 09:00:00,1,138
2017-06-09 09:00:00,2,309
2017-06-09 09:00:00,3,306
2017-06-09 09:00:00,4,604
2017-06-09 09:00:00,5,59
2017-06-09 09:00:00,6,586
2017-06-09 09:00:00,7,682
2017-06-09 09:00:00,8,439
2017-06-09 09:00:00,9,390
2017-06-09 10:00:00,0,239
2017-06-09 10:00:00,1,165
2017-06-09 10:00:00,2,312
2017-06-09 10:00:00,3,317
2017-06-09 10:00:00,4,635
2017-06-09 10:00:00,5,73
2017-06-09 10:00:00,6,612
2017-06-09 10:00:00,7,709
2017-06-09 10:00:00,8,481
2017-06-09 10:00:00,9,406
2017-06-09 11:00:00,0,404
2017-06-09 11:00:00,1,256
2017-06-09 11:00:00,2,315
2017-06-09 11:00:00,3,426
2017-06-09 11:00:00,4,796
2017-06-09 11:00:00,5,157
2017-06-09 11:00:00,6,677
2017-06-09 11:00:00,7,856
2017-06-09 11:00:00,8,581
2017-06-09 11:00:00,9,554
2017-06-09 12:00:00,0,456
2017-06-09 12:00:00,1,298
2017-06-09 12:00:00,2,311
2017-06-09 12:00:00,3,474
2017-06-09 12:00:00,4,859
2017-06-09 12:00:00,5,179
2017-06-09 12:00:00,6,677
2017-06-09 12:00:00,7,912
2017-06-09 12:00:00,8,602
2017-06-09 12:00:00,9,610
2017-06-09 13:00:00,0,506
2017-06-09 13:00:00,1,353
2017-06-09 13:00:00,2,322
2017-06-09 13:00:00,3,496
2017-06-09 13:00:00,4,892
2017-06-09 13:00:00,5,214
2017-06-09 13:00:00,6,686
2017-06-09 13:00:00,7,987
2017-06-09 13:00:00,8,667
2017-06-09 13:00:00,9,674
2017-06-09 14:00:00,0,489
2017-06-09 14:00:00,1,353
2017-06-09 14:00:00,2,364
2017-06-09 14:00:00,3,506
2017-06-09 14:00:00,4,939
2017-06-09 14:00:00,5,218
2017-06-09 14:00:00,6,705
2017-06-09 14:00:00,7,1045
2017-06-09 14:00:00,8,694
2017-06-09 14:00:00,9,694
2017-06-09 15:00:00,0,453
2017-06-09 15:00:00,1,341
2017-06-09 15:00:00,2,375
2017-06-09 15:00:00,3,487
2017-06-09 15:00:00,4,898
2017-06-09 15:00:00,5,200
2017-06-09 15:00:00,6,698
2017-06-09 15:00:00,7,1055
2017-06-09 15:00:00,8,705
2017-06-09 15:00:00,9,691
2017-06-09 16:00:00,0,373
2017-06-09 16:00:00,1,295
2017-06-09 16:00:00,2,373
2017-06-09 16:00:00,3,430
2017-06-09 16:00:00,4,770
2017-06-09 16:00:00,5,164
2017-06-09 16:00:00,6,663
2017-06-09 16:00:00,7,977
2017-06-09 16:00:00,8,662
2017-06-09 16:00:00,9,613
2017-06-10 08:00:00,0,208
2017-06-10 08:00:00,1,103
2017-06-10 08:00:00,2,294
2017-06-10 08:00:00,3,676
2017-06-10 08:00:00,4,1433
2017-06-10 08:00:00,5,65
2017-06-10 08:00:00,6,630
2017-06-10 08:00:00,7,638
2017-06-10 08:00:00,8,610
2017-06-10 08:00:00,9,353
2017-06-10 09:00:00,0,324
2017-06-10 09:00:00,1,162
2017-06-10 09:00:00,2,417
2017-06-10 09:00:00,3,1058
2017-06-10 09:00:00,4,2367
2017-06-10 09:00:00,5,82
2017-06-10 09:00:00,6,855
2017-06-10 09:00:00,7,870
2017-06-10 09:00:00,8,918
2017-06-10 09:00:00,9,462
2017-06-10 10:00:00,0,445
2017-06-10 10:00:00,1,244
2017-06-10 10:00:00,2,520
2017-06-10 10:00:00,3,1290
2017-06-10 10:00:00,4,2912
2017-06-10 10:00:00,5,153
2017-06-10 10:00:00,6,1044
2017-06-10 10:00:00,7,1121
2017-06-10 10:00:00,8,1129
2017-06-10 10:00:00,9,610
2017-06-10 11:00:00,0,480
2017-06-10 11:00:00,1,264
2017-06-10 11:00:00,2,546
2017-06-10 11:00:00,3,1333
2017-06-10 11:00:00,4,3001
2017-06-10 11:00:00,5,168
2017-06-10 11:00:00,6,1090
2017-06-10 11:00:00,7,1187
2017-06-10 11:00:00,8,1202
2017-06-10 11:00:00,9,650
2017-06-10 12:00:00,0,500
2017-06-10 12:00:00,1,280
2017-06-10 12:00:00,2,556
2017-06-10 12:00:00,3,1340
2017-06-10 12:00:00,4,3023
2017-06-10 12:00:00,5,180
2017-06-10 12:00:00,6,1102
2017-06-10 12:00:00,7,1213
2017-06-10 12:00:00,8,1230
2017-06-10 12:00:00,9,666
2017-06-10 13:00:00,0,514
2017-06-10 13:00:00,1,302
2017-06-10 13:00:00,2,563
2017-06-10 13:00:00,3,1344
2017-06-10 13:00:00,4,3033
2017-06-10 13:00:00,5,185
2017-06-10 13:00:00,6,1100
2017-06-10 13:00:00,7,1247
2017-06-10 13:00:00,8,1253
2017-06-10 13:00:00,9,698
2017-06-10 14:00:00,0,511
2017-06-10 14:00:00,1,293
2017-06-10 14:00:00,2,541
2017-06-10 14:00:00,3,1316
2017-06-10 14:00:00,4,2976
2017-06-10 14:00:00,5,170
2017-06-10 14:00:00,6,1081
2017-06-10 14:00:00,7,1223
2017-06-10 14:00:00,8,1223
2017-06-10 14:00:00,9,691
2017-06-10 15:00:00,0,448
2017-06-10 15:00:00,1,266
2017-06-10 15:00:00,2,480
2017-06-10 15:00:00,3,1206
2017-06-10 15:00:00,4,2694
2017-06-10 15:00:00,5,139
2017-06-10 15:00:00,6,965
2017-06-10 15:00:00,7,1099
2017-06-10 15:00:00,8,1110
2017-06-10 15:00:00,9,628
2017-06-10 16:00:00,0,390
2017-06-10 16:00:00,1,241
2017-06-10 16:00:00,2,424
2017-06-10 16:00:00,3,1012
2017-06-10 16:00:00,4,2247
2017-06-10 16:00:00,5,123
2017-06-10 16:00:00,6,850
2017-06-10 16:00:00,7,983
2017-06-10 16:00:00,8,980
2017-06-10 16:00:00,9,568
2017-06-11 08:00:00,0,367
2017-06-11 08:00:00,1,202
2017-06-11 08:00:00,2,390
2017-06-11 08:00:00,3,861
2017-06-11 08:00:00,4,1941
2017-06-11 08:00:00,5,83
2017-06-11 08:00:00,6,840
2017-06-11 08:00:00,7,905
2017-06-11 08:00:00,8,865
2017-06-11 08:00:00,9,524
2017-06-11 09:00:00,0,485
2017-06-11 09:00:00,1,285
2017-06-11 09:00:00,2,510
2017-06-11 09:00:00,3,1219
2017-06-11 09:00:00,4,2827
2017-06-11 09:00:00,5,138
2017-06-11 09:00:00,6,1051
2017-06-11 09:00:00,7,1188
2017-06-11 09:00:00,8,1179
2017-06-11 09:00:00,9,687
2017-06-11 10:00:00,0,558
2017-06-11 10:00:00,1,343
2017-06-11 10:00:00,2,583
2017-06-11 10:00:00,3,1352
2017-06-11 10:00:00,4,3106
2017-06-11 10:00:00,5,209
2017-06-11 10:00:00,6,1183
2017-06-11 10:00:00,7,1378
2017-06-11 10:00:00,8,1364
2017-06-11 10:00:00,9,804
2017-06-11 11:00:00,0,555
2017-06-11 11:00:00,1,337
2017-06-11 11:00:00,2,611
2017-06-11 11:00:00,3,1378
2017-06-11 11:00:00,4,3164
2017-06-11 11:00:00,5,228
2017-06-11 11:00:00,6,1226
2017-06-11 11:00:00,7,1417
2017-06-11 11:00:00,8,1381
2017-06-11 11:00:00,9,815
2017-06-11 12:00:00,0,567
2017-06-11 12:00:00,1,347
2017-06-11 12:00:00,2,642
2017-06-11 12:00:00,3,1440
2017-06-11 12:00:00,4,3217
2017-06-11 12:00:00,5,234
2017-06-11 12:00:00,6,1268
2017-06-11 12:00:00,7,1468
2017-06-11 12:00:00,8,1422
2017-06-11 12:00:00,9,840
2017-06-11 13:00:00,0,568
2017-06-11 13:00:00,1,351
2017-06-11 13:00:00,2,651
2017-06-11 13:00:00,3,1434
2017-06-11 13:00:00,4,3206
2017-06-11 13:00:00,5,226
2017-06-11 13:00:00,6,1274
2017-06-11 13:00:00,7,1483
2017-06-11 13:00:00,8,1427
2017-06-11 13:00:00,9,841
2017-06-11 14:00:00,0,555
2017-06-11 14:00:00,1,352
2017-06-11 14:00:00,2,647
2017-06-11 14:00:00,3,1403
2017-06-11 14:00:00,4,3138
2017-06-11 14:00:00,5,217
2017-06-11 14:00:00,6,1247
2017-06-11 14:00:00,7,1471
2017-06-11 14:00:00,8,1407
2017-06-11 14:00:00,9,833
2017-06-11 15:00:00,0,536
2017-06-11 15:00:00,1,351
2017-06-11 15:00:00,2,610
2017-06-11 15:00:00,3,1299
2017-06-11 15:00:00,4,2920
2017-06-11 15:00:00,5,176
2017-06-11 15:00:00,6,1164
2017-06-11 15:00:00,7,1389
2017-06-11 15:00:00,8,1336
2017-06-11 15:00:00,9,788
2017-06-11 16:00:00,0,469
2017-06-11 16:00:00,1,312
2017-06-11 16:00:00,2,541
2017-06-11 16:00:00,3,1158
2017-06-11 16:00:00,4,2581
2017-06-11 16:00:00,5,159
2017-06-11 16:00:00,6,1026
2017-06-11 16:00:00,7,1230
2017-06-11 16:00:00,8,1188
2017-06-11 16:00:00,9,698
2017-06-12 08:00:00,0,342
2017-06-12 08:00:00,1,209
2017-06-12 08:00:00,2,364
2017-06-12 08:00:00,3,743
2017-06-12 08:00:00,4,1621
2017-06-12 08:00:00,5,66
2017-06-12 08:00:00,6,756
2017-06-12 08:00:00,7,845
2017-06-12 08:00:00,8,753
2017-06-12 08:00:00,9,490
2017-06-12 09:00:00,0,470
2017-06-12 09:00:00,1,274
2017-06-12 09:00:00,2,448
2017-06-12 09:00:00,3,1106
2017-06-12 09:00:00,4,2493
2017-06-12 09:00:00,5,82
2017-06-12 09:00:00,6,935
2017-06-12 09:00:00,7,1033
2017-06-12 09:00:00,8,1050
2017-06-12 09:00:00,9,594
2017-06-12 10:00:00,0,550
2017-06-12 10:00:00,1,334
2017-06-12 10:00:00,2,557
2017-06-12 10:00:00,3,1342
2017-06-12 10:00:00,4,3004
2017-06-12 10:00:00,5,121
2017-06-12 10:00:00,6,1096
2017-06-12 10:00:00,7,1259
2017-06-12 10:00:00,8,1280
2017-06-12 10:00:00,9,711
2017-06-12 11:00:00,0,585
2017-06-12 11:00:00,1,351
2017-06-12 11:00:00,2,609
2017-06-12 11:00:00,3,1401
2017-06-12 11:00:00,4,3140
2017-06-12 11:00:00,5,137
2017-06-12 11:00:00,6,1176
2017-06-12 11:00:00,7,1347
2017-06-12 11:00:00,8,1350
2017-06-12 11:00:00,9,747
2017-06-12 12:00:00,0,604
2017-06-12 12:00:00,1,354
2017-06-12 12:00:00,2,642
2017-06-12 12:00:00,3,1416
2017-06-12 12:00:00,4,3150
2017-06-12 12:00:00,5,167
